acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
-31,-50,-983,-840,-1260,-15330,-177,-169,691
-31,-53,-983,-1190,-1330,-18200,-175,-177,699
-29,-42,-982,-1400,-1400,-21700,-174,-174,702
-27,-20,-985,-2100,-1400,-25270,-169,-177,693
-24,-8,-984,-2660,-1610,-26810,-163,-181,696
-25,-5,-987,-2240,-1610,-24710,-177,-172,699
-26,-27,-985,-1890,-1540,-20370,-171,-180,699
-33,-56,-984,-1330,-1400,-16100,-175,-178,700
-33,-50,-982,-1330,-1330,-19880,-181,-165,693
-29,-34,-984,-1750,-1400,-24710,-186,-190,714
-27,-25,-984,-1890,-1610,-28280,-175,-178,696
-26,-17,-986,-2100,-1610,-28910,-181,-190,697
-28,-30,-985,-1890,-1890,-27790,-175,-189,697
-29,-32,-985,-1680,-1680,-25690,-172,-184,711
-28,-24,-986,-1680,-1750,-25830,-171,-178,697
-29,-32,-984,-1470,-1610,-26320,-178,-195,699
-30,-34,-986,-910,-1400,-25970,-169,-181,702
-29,-28,-985,-1120,-1540,-26670,-172,-192,706
-30,-35,-983,-1260,-1470,-27440,-168,-195,700
-28,-22,-985,-1190,-1610,-28770,-180,-181,691
-28,-21,-985,-1400,-1540,-29960,-175,-190,714
-31,-36,-984,-1050,-1330,-29050,-172,-187,697
-31,-40,-984,-840,-1400,-28210,-175,-193,702
-31,-26,-985,-1050,-1540,-30030,-178,-190,706
-29,-30,-984,-1400,-1610,-31850,-172,-196,697
-28,-19,-986,-1400,-1540,-32270,-172,-181,697
-26,-19,-984,-1820,-1890,-32130,-180,-207,703
-25,-16,-986,-1750,-1750,-30310,-177,-193,706
-23,-17,-985,-1610,-1820,-28210,-172,-186,712
-27,-18,-985,-1470,-1470,-25830,-180,-199,711
-30,-29,-983,-1330,-1330,-22540,-186,-196,703
-34,-38,-984,-980,-1260,-20300,-181,-189,702
-32,-43,-982,-490,-1470,-21210,-175,-199,705
-21,-10,-986,-910,-1610,-24640,-181,-196,703
-21,-10,-985,-980,-1820,-26880,-168,-196,697
-25,-26,-985,-280,-1890,-23450,-174,-192,705
-31,-42,-984,-210,-1890,-19670,-174,-196,703
-33,-43,-984,-770,-1820,-19530,-166,-198,708
-35,-51,-983,-1260,-1820,-22190,-180,-199,705
-33,-41,-985,-1470,-2030,-26460,-174,-198,711
-26,-24,-983,-1750,-2170,-31640,-177,-196,706
-22,-10,-983,-1470,-2310,-34580,-186,-192,706
-30,-24,-986,-770,-2450,-34440,-172,-198,703
-31,-29,-985,-1050,-1820,-28910,-177,-199,700
-37,-37,-986,-1120,-1750,-27930,-174,-207,714
-42,-49,-982,-1050,-1680,-27650,-187,-211,711
-40,-47,-983,-700,-1610,-29540,-187,-207,711
-27,-20,-983,-420,-1960,-34510,-175,-205,702
-22,-14,-984,-280,-2380,-38290,-178,-207,702
-25,-22,-986,770,-2380,-36960,-168,-225,703
-30,-33,-985,1260,-2730,-34580,-178,-205,706
-36,-43,-984,840,-2590,-33810,-172,-216,699
-38,-43,-985,0,-2240,-34650,-184,-216,706
-37,-35,-984,-1120,-2240,-36960,-183,-205,712
-22,-12,-986,-2240,-1750,-38290,-174,-210,699
-10,4,-985,-2030,-1610,-38500,-172,-213,706
-17,-10,-984,-1190,-1190,-34580,-186,-214,709
-26,-34,-986,140,-1260,-28210,-187,-216,700
-31,-48,-984,70,-1190,-24920,-201,-223,703
-43,-70,-986,-1190,-1050,-25060,-178,-217,712
-63,-93,-982,-2100,-1260,-28140,-184,-225,702
-75,-66,-979,-4340,-770,-35630,-180,-207,709
-53,-4,-981,-5950,-1120,-47390,-187,-222,711
-5,28,-985,-6930,-1610,-54320,-189,-226,705
23,30,-987,-6790,-1680,-50680,-183,-222,709
-2,0,-985,-5110,-2240,-40110,-183,-235,705
-27,-55,-985,-3920,-1610,-29190,-175,-213,703
-38,-78,-984,-840,-1820,-27090,-189,-213,708
-44,-73,-986,-1820,-1820,-32550,-199,-217,709
-59,-50,-980,-4620,-1820,-41020,-195,-229,714
-101,-41,-980,-7350,-1680,-47880,-183,-219,714
-93,-23,-975,-7980,-2310,-52010,-190,-228,706
-23,14,-987,-7980,-2800,-53970,-190,-225,706
35,41,-993,-7770,-3500,-51870,-190,-225,706
10,18,-986,-5390,-2870,-46480,-193,-223,699
-7,8,-989,-2380,-2380,-40320,-189,-235,703
-27,-18,-981,-1190,-2170,-35840,-195,-231,709
-48,-40,-985,-1540,-1820,-32550,-193,-235,703
-115,-55,-982,-2660,-2310,-32900,-193,-237,708
-115,-43,-983,-4550,-3080,-41020,-195,-234,714
-34,11,-990,-3780,-3150,-45780,-198,-229,708
59,32,-989,-280,-3430,-47810,-195,-237,711
71,32,-985,-140,-2380,-43960,-189,-235,705
10,-6,-988,-210,-1190,-39060,-199,-232,711
-14,-50,-981,2800,-2170,-35000,-189,-232,700
-32,-90,-986,2380,-1400,-34020,-198,-229,708
-48,-84,-988,630,-2030,-38360,-196,-238,711
-104,-68,-982,-3220,-1890,-48440,-201,-240,706
-156,-53,-975,-5600,-1680,-58590,-199,-246,708
-27,13,-984,-3570,-2380,-65730,-198,-235,706
23,4,-992,1890,-2590,-60410,-210,-243,715
101,37,-986,4200,-2310,-54880,-198,-241,706
8,-4,-986,4270,-1120,-54250,-201,-244,706
-36,-79,-979,6090,-1610,-53690,-201,-244,702
-41,-76,-986,7070,-2870,-54530,-207,-243,711
-38,-8,-986,1610,-3290,-63070,-204,-247,709
-50,10,-991,-3290,-3710,-69300,-205,-249,708
-282,-126,-964,-6720,-3010,-64750,-207,-244,718
-90,-73,-982,-7560,-1120,-57050,-210,-256,694
-3,-27,-991,-2590,-3640,-51940,-208,-252,699
15,-14,-989,-4550,-3010,-46620,-211,-247,714
93,107,-985,-6580,-2520,-41580,-201,-255,702
-16,50,-988,-2660,-2030,-47670,-208,-247,714
-37,-31,-976,2730,-2170,-58170,-211,-250,714
-40,-36,-993,8540,-3990,-57400,-208,-252,706
-36,9,-989,2170,-5110,-58030,-214,-250,706
-37,29,-988,-2800,-2730,-57470,-207,-244,709
-45,-14,-985,-5740,-1400,-50540,-213,-252,700
-142,-118,-975,-6300,-980,-42420,-211,-244,705
-25,-67,-987,-4130,-980,-40530,-211,-256,715
26,3,-984,420,-2170,-45640,-213,-253,711
-12,12,-990,420,-910,-54810,-214,-255,706
-34,-12,-980,1960,-1750,-60130,-217,-252,706
-37,-5,-987,3780,-1330,-59220,-225,-265,706
-41,-25,-989,70,-1610,-54880,-216,-259,696
-41,-50,-986,-1820,-1260,-51730,-214,-268,703
-62,-56,-982,-5040,-490,-51660,-219,-268,700
-70,-60,-978,-9800,140,-54250,-213,-261,711
23,21,-990,-7630,0,-56000,-222,-274,708
-30,5,-980,-4130,-770,-58940,-228,-255,708
-35,-14,-986,-910,0,-60480,-220,-271,705
-37,-32,-985,3710,-1260,-59220,-222,-270,711
-37,-19,-987,3360,-1190,-58800,-226,-271,715
-33,23,-991,1960,-1750,-60130,-220,-270,705
-34,-6,-984,-840,-1260,-58100,-231,-264,706
-65,-68,-984,-7770,-490,-41440,-228,-279,709
-72,-117,-972,-8610,-210,-38850,-234,-283,709
19,-39,-984,-4690,210,-41650,-238,-273,708
-18,1,-987,-3290,-1260,-50400,-234,-277,706
-37,9,-985,-2520,-1680,-60900,-231,-273,705
-34,-11,-986,2660,-1890,-63840,-226,-270,708
-35,-17,-987,4760,-2520,-61740,-234,-271,703
-34,9,-989,700,-2380,-59780,-241,-274,711
-32,38,-988,-3990,-1680,-57470,-238,-283,706
-34,17,-987,-6440,-1050,-50750,-241,-274,711
-39,-12,-988,-6860,-140,-41230,-243,-279,706
-28,-26,-984,-4340,560,-35140,-243,-286,714
-27,-27,-983,70,1260,-34160,-244,-286,714
-30,-35,-977,1750,420,-38010,-243,-282,709
-32,-34,-985,1120,-840,-41300,-241,-291,706
-32,-38,-986,-140,-1890,-44100,-261,-283,702
-30,-22,-980,1120,-2240,-47040,-241,-286,706
-27,22,-984,630,-2310,-49910,-244,-276,712
-28,31,-993,-1890,-2940,-48580,-238,-271,703
-29,10,-986,-2170,-3010,-41370,-250,-286,712
-31,-20,-985,-210,-2100,-33670,-252,-274,696
-32,-36,-987,-210,-2100,-29400,-246,-283,705
-34,-50,-988,70,-1960,-29750,-247,-286,711
-38,-59,-985,1120,-1820,-32970,-253,-292,715
-36,-35,-986,2940,-1820,-38360,-265,-274,712
-33,-15,-982,4900,-1190,-50960,-255,-288,697
-34,-15,-990,4480,-910,-52500,-256,-289,706
-33,-23,-980,2240,-980,-50540,-265,-279,708
-34,-41,-981,1470,-350,-48720,-259,-289,706
-32,-32,-986,-980,-980,-48370,-256,-279,703
-32,-15,-985,-2730,-1190,-50470,-258,-286,708
-28,1,-984,-2100,-1540,-51450,-250,-285,706
-26,15,-980,-1890,-1750,-49700,-258,-289,709
-28,9,-987,-2380,-1960,-44730,-261,-285,706
-29,0,-984,-2450,-2660,-38220,-261,-291,718
-32,-20,-991,-2450,-2170,-32620,-259,-286,709
-33,-33,-983,-70,-910,-26040,-265,-295,702
-35,-39,-991,1260,-280,-25830,-259,-288,711
-32,-45,-980,1610,-350,-27440,-267,-295,711
-30,-36,-978,2240,490,-30170,-259,-291,714
-28,-20,-981,-70,-350,-32760,-264,-289,715
-25,-16,-974,-1610,-1260,-33810,-267,-298,714
-27,-12,-986,-3150,-2030,-32550,-264,-292,706
-33,-18,-998,-5810,-3360,-30380,-262,-291,697
-33,-36,-987,-3780,-3080,-28840,-265,-291,703
-33,-37,-982,-980,-1330,-28980,-267,-295,702
-31,-8,-993,-560,-910,-31150,-279,-297,706
-28,0,-990,-210,-1470,-32690,-276,-300,717
-29,-5,-1000,1120,-490,-24570,-276,-300,714
-25,4,-987,1820,490,-20510,-264,-297,712
-21,4,-966,630,3150,-16520,-282,-295,706
-21,-17,-952,-70,3220,-11200,-277,-289,708
-25,-40,-965,560,-700,-6720,-277,-291,702
-35,-21,-1021,-210,-6020,-5670,-282,-288,715
-28,-10,-999,-420,-9170,-7560,-264,-288,706
-28,-25,-963,-1610,-2030,-6160,-273,-295,709
-31,-14,-1007,-1820,-1330,-4270,-274,-297,706
-29,-22,-972,-840,-4200,-3780,-268,-298,705
-30,-25,-981,-1400,-420,-2170,-274,-292,705
-31,-23,-989,-1050,-420,-1330,-265,-291,709
-30,-25,-985,-140,-1540,-1330,-270,-298,712
-30,-22,-983,-350,-490,-1050,-268,-298,706
-30,-26,-986,-350,-840,-840,-273,-292,714
-30,-25,-984,-350,-840,-700,-270,-288,718
-30,-23,-986,-700,-630,-770,-277,-291,705
-30,-24,-982,-420,-980,-910,-268,-295,706
-30,-25,-985,-350,-910,-840,-271,-294,708
-30,-24,-984,-490,-1400,-770,-280,-295,702
-30,-24,-985,-700,-1330,-770,-270,-292,711
-31,-25,-986,-490,-1680,-700,-276,-292,705
-32,-25,-986,-490,-1680,-700,-262,-289,711
-30,-25,-986,210,-1400,-770,-277,-288,709
-31,-25,-986,-70,-1190,-770,-277,-283,708
-30,-24,-984,-350,-1120,-770,-279,-300,703
-31,-24,-985,-630,-1050,-630,-276,-300,706
-31,-23,-985,-910,-1120,-700,-265,-297,709
-30,-24,-985,-770,-1260,-700,-273,-283,703
-31,-23,-986,-490,-1260,-770,-277,-297,715
-32,-23,-986,-210,-1330,-770,-280,-283,691
-32,-24,-986,490,-1330,-910,-271,-291,712
-31,-24,-985,1050,-1260,-910,-270,-297,714
-31,-24,-985,1190,-1050,-980,-265,-295,705
-32,-26,-984,1260,-980,-980,-273,-289,705
-31,-25,-985,280,-980,-910,-271,-292,717
-31,-26,-984,-70,-1050,-910,-265,-285,705
-32,-30,-985,-140,-1050,-980,-264,-288,700
-32,-45,-985,-210,-980,-1190,-267,-289,700
-31,-36,-984,70,-770,-2240,-273,-291,715
-30,-16,-986,-70,-910,-5530,-273,-285,711
-32,-26,-984,-700,-980,-6790,-267,-288,711
-31,-34,-984,-560,-840,-5740,-280,-292,720
-31,-29,-984,-420,-910,-6090,-274,-286,708
-31,-18,-986,-910,-980,-7280,-276,-289,714
-31,-20,-986,-980,-1120,-7770,-274,-292,714
-31,-27,-985,-770,-980,-4620,-268,-291,709
-31,-23,-985,-770,-910,-3990,-280,-285,705
-30,-19,-985,-1050,-1050,-4060,-280,-295,703
-31,-23,-985,-1120,-1190,-3640,-277,-292,717
-31,-25,-986,-910,-1120,-2730,-282,-297,717
-30,-24,-985,-1260,-1190,-2590,-271,-292,702
-31,-24,-986,-1190,-1120,-2800,-279,-297,709
-31,-26,-985,-840,-1120,-2940,-276,-304,706
-31,-26,-984,-560,-910,-3080,-274,-294,708
-30,-25,-985,-350,-910,-3430,-268,-295,702
-31,-23,-984,-490,-980,-3850,-277,-289,703
-30,-18,-984,-560,-1190,-3920,-280,-294,706
-30,-14,-985,-490,-1260,-4200,-285,-297,706
-31,-21,-985,-490,-1330,-3150,-279,-289,708
-32,-23,-986,-210,-1190,-1750,-279,-295,709
-30,-24,-985,-70,-1120,-1190,-276,-285,718
-31,-25,-986,-140,-980,-1120,-274,-292,708
-31,-27,-985,-210,-980,-1120,-273,-285,709
-32,-34,-984,-560,-770,-1260,-277,-292,714
-32,-34,-983,-490,-770,-2030,-273,-292,708
-31,-23,-985,-560,-980,-3780,-283,-291,705
-30,-20,-984,-700,-1190,-5180,-285,-291,706
-31,-25,-985,-560,-1120,-4970,-277,-295,708
-31,-22,-985,-280,-1120,-4760,-274,-291,708
-30,-11,-985,-280,-1050,-5180,-270,-300,703
-30,-16,-986,-700,-1120,-4690,-276,-297,706
-31,-21,-985,-630,-980,-2870,-282,-300,706
-31,-22,-985,-350,-980,-1820,-283,-294,706
-30,-23,-985,-280,-980,-1610,-280,-297,708
-30,-25,-985,70,-1050,-1470,-268,-285,702
-32,-26,-985,70,-1050,-1400,-276,-291,709
-31,-27,-984,0,-1050,-1540,-279,-291,717
-30,-26,-985,-70,-1120,-1960,-273,-295,715
-30,-19,-984,-280,-1260,-2590,-271,-295,709
-31,-21,-985,-420,-1260,-2870,-274,-291,709
-32,-23,-986,70,-1330,-1400,-274,-280,712
-32,-24,-985,490,-1330,-1120,-273,-291,709
-32,-25,-986,840,-1190,-1120,-273,-297,706
-31,-24,-985,910,-1050,-1120,-277,-285,705
-30,-24,-984,630,-980,-1050,-274,-294,714
-31,-24,-985,560,-910,-1050,-280,-283,705
-31,-26,-984,490,-910,-1050,-279,-288,708
-31,-25,-984,210,-840,-1050,-271,-288,706
-31,-25,-984,-280,-980,-980,-289,-291,717
-32,-24,-985,-630,-980,-1050,-280,-303,714
-31,-26,-985,-840,-1050,-1190,-279,-289,708
-31,-28,-984,-770,-980,-1330,-282,-289,711
-31,-28,-985,-840,-910,-1960,-283,-291,712
-31,-25,-984,-1120,-980,-2590,-294,-295,714
-31,-18,-984,-1190,-1120,-3290,-273,-298,714
-31,-18,-985,-980,-1260,-3430,-273,-289,715
-32,-22,-985,-560,-1400,-2660,-280,-294,705
-32,-24,-985,-140,-1260,-1960,-279,-297,706
-31,-23,-985,350,-1190,-1820,-282,-292,708
-31,-24,-985,490,-1120,-1750,-276,-303,709
-32,-23,-984,490,-1050,-1610,-285,-303,720
-31,-23,-985,490,-1050,-1470,-265,-289,709
-32,-24,-985,280,-1120,-1330,-277,-295,703
-31,-25,-985,-70,-1190,-1120,-282,-300,705
-31,-25,-986,70,-1260,-1190,-283,-288,709
-32,-25,-986,350,-1330,-1190,-277,-295,705
-32,-25,-985,420,-1190,-1260,-283,-291,706
-31,-25,-987,420,-1120,-1400,-286,-286,705
-32,-25,-985,140,-1050,-1470,-283,-300,697
-31,-23,-986,-210,-840,-1470,-279,-297,709
-31,-22,-985,-700,-910,-1400,-270,-295,715
-31,-24,-984,-420,-770,-1050,-274,-297,717
-31,-24,-985,-280,-770,-840,-282,-286,706
-31,-25,-984,-210,-910,-770,-274,-304,703
-31,-25,-985,-350,-1050,-700,-279,-297,714
-30,-24,-984,-350,-1190,-700,-271,-301,714
-32,-25,-984,-490,-1190,-700,-280,-288,714
-31,-25,-985,-560,-1190,-700,-283,-300,709
-31,-24,-985,-630,-1190,-700,-277,-291,711
-31,-23,-985,-560,-1120,-700,-282,-295,711
-31,-23,-985,-420,-1050,-700,-267,-286,702
-32,-24,-985,-490,-1120,-770,-288,-295,711
-31,-24,-985,-350,-1120,-770,-273,-297,715
-32,-23,-985,-140,-1120,-840,-280,-295,705
-32,-24,-986,0,-980,-840,-277,-298,714
-31,-24,-984,210,-980,-840,-277,-292,708
-31,-25,-983,560,-840,-840,-279,-286,711
-31,-24,-984,420,-910,-840,-277,-286,717
-31,-26,-985,0,-1050,-840,-274,-294,706
-33,-25,-985,-140,-1190,-840,-280,-291,703
-32,-25,-986,-350,-1260,-840,-277,-291,712
-32,-24,-985,-560,-1190,-840,-279,-291,709
-33,-24,-985,-490,-1190,-840,-271,-285,711
-33,-24,-986,-350,-1120,-840,-277,-283,714
-33,-24,-986,-70,-1050,-840,-279,-292,708
-31,-25,-984,140,-910,-840,-288,-294,717
-31,-24,-984,210,-910,-770,-279,-286,706
-31,-24,-985,-420,-910,-630,-274,-295,717
-33,-23,-986,-770,-1190,-630,-276,-289,718
-32,-24,-985,-630,-1190,-630,-277,-297,702
-31,-24,-985,-210,-1190,-700,-268,-288,717
-32,-23,-984,140,-1190,-770,-276,-294,708
-32,-25,-985,350,-1050,-840,-282,-292,705
-33,-25,-985,490,-910,-840,-280,-295,705
-33,-26,-984,420,-700,-840,-271,-289,723
-31,-25,-984,350,-560,-840,-268,-301,706
-32,-26,-984,140,-630,-840,-286,-295,711
-32,-26,-984,-140,-770,-840,-274,-291,708
-32,-30,-984,-350,-980,-910,-280,-286,714
-34,-49,-984,-490,-1050,-1190,-277,-289,712
-31,-8,-986,-420,-1120,-2450,-279,-297,721
-31,-1,-987,-910,-1330,-7770,-274,-300,700
-32,-21,-984,-280,-1330,-4900,-276,-298,705
-32,-24,-986,70,-1120,-1610,-273,-295,714
-32,-24,-985,70,-1120,-910,-276,-297,717
-32,-25,-986,140,-980,-840,-273,-298,715
-32,-25,-985,0,-980,-840,-285,-295,711
-31,-26,-985,-70,-840,-770,-279,-295,721
-31,-25,-985,-70,-910,-840,-282,-291,709
-32,-24,-985,70,-910,-840,-280,-298,718
-33,-25,-984,-140,-840,-840,-289,-288,711
-32,-25,-985,-210,-910,-770,-274,-292,714
-32,-26,-985,-420,-980,-770,-273,-298,702
-33,-24,-985,-350,-980,-840,-276,-297,702
-33,-25,-985,-490,-980,-770,-279,-295,715
-32,-25,-984,-770,-910,-770,-276,-292,714
-32,-25,-986,-1260,-840,-770,-279,-283,709
-31,-25,-984,-1610,-980,-770,-282,-289,711
-32,-23,-986,-1680,-1050,-700,-277,-286,711
-32,-24,-985,-1890,-1120,-770,-277,-294,706
-31,-23,-984,-1470,-1120,-700,-283,-292,714
-31,-24,-986,-1610,-1050,-700,-274,-295,721
-32,-22,-986,-1400,-1190,-700,-283,-300,721
-32,-23,-986,-1120,-1050,-700,-283,-294,708
-33,-23,-985,140,-980,-770,-276,-297,708
-32,-23,-986,280,-840,-840,-280,-291,706
-32,-23,-985,0,-770,-770,-280,-294,709
-31,-23,-984,-210,-770,-700,-283,-297,715
-31,-23,-985,-140,-840,-700,-286,-291,712
-31,-23,-986,-210,-910,-770,-283,-289,703
-31,-23,-985,0,-1120,-770,-277,-289,711
-32,-24,-985,-70,-1190,-770,-270,-295,717
-33,-23,-986,-70,-1190,-700,-283,-291,709
-32,-23,-985,-350,-1260,-770,-274,-297,714
-32,-23,-985,-350,-1050,-700,-276,-294,706
-33,-22,-984,-350,-1050,-700,-292,-291,712
-32,-23,-985,350,-980,-770,-271,-295,708
-32,-23,-985,630,-980,-770,-283,-289,709
-32,-24,-985,770,-1050,-770,-280,-292,702
-32,-24,-985,770,-1050,-770,-279,-286,711
-31,-24,-985,630,-1050,-770,-282,-294,709
-32,-24,-986,420,-1050,-770,-279,-295,706
-33,-25,-986,280,-1120,-840,-274,-291,711
-32,-23,-986,140,-980,-840,-276,-294,708
-32,-24,-986,-70,-980,-770,-277,-294,721
-32,-23,-986,-140,-980,-700,-264,-292,700
-32,-23,-986,-210,-910,-700,-277,-291,714
-32,-25,-985,-490,-770,-700,-276,-297,703
-32,-24,-984,-420,-840,-630,-285,-297,711
-32,-23,-984,-420,-910,-700,-264,-282,708
-31,-24,-985,-210,-980,-700,-276,-294,711
-32,-23,-985,0,-980,-700,-279,-292,720
-31,-24,-986,140,-1050,-700,-283,-291,706
-32,-24,-985,420,-1120,-770,-280,-295,702
-32,-24,-985,490,-1050,-770,-280,-286,709
-31,-24,-985,70,-1190,-700,-277,-291,709
-32,-23,-985,-280,-1120,-700,-274,-298,711
-32,-24,-985,-140,-1190,-700,-283,-292,721
-32,-24,-985,0,-1190,-770,-274,-289,702
-33,-25,-985,630,-1120,-770,-289,-289,705
-33,-24,-985,1120,-1120,-770,-277,-295,709
-32,-25,-985,1120,-980,-770,-279,-295,706
-31,-25,-984,910,-980,-770,-274,-291,720
-32,-26,-984,770,-1050,-840,-274,-289,711
-32,-26,-984,490,-1050,-770,-276,-286,711
-32,-25,-985,210,-1190,-770,-273,-282,712
-31,-25,-986,70,-1190,-770,-268,-294,712
-31,-26,-986,140,-1190,-700,-277,-298,706
-32,-25,-985,-70,-980,-700,-270,-285,714
-32,-26,-985,-70,-910,-700,-282,-300,705
-32,-26,-984,-210,-770,-700,-273,-298,705
-33,-26,-985,-560,-840,-560,-265,-295,709
-32,-26,-985,-980,-910,-490,-285,-291,715
-32,-25,-986,-1400,-910,-490,-276,-294,709
-33,-24,-986,-1610,-840,-490,-280,-292,711
-31,-24,-985,-1190,-980,-490,-279,-286,705
-32,-24,-985,-560,-1050,-490,-277,-292,714
-32,-24,-986,70,-980,-630,-273,-292,708
-32,-25,-984,420,-980,-630,-265,-294,709
-32,-24,-984,210,-840,-630,-277,-295,702
-32,-24,-984,-490,-910,-490,-277,-285,706
-32,-24,-984,-1050,-840,-350,-273,-292,702
-32,-25,-985,-910,-1050,-420,-279,-295,714
-32,-24,-985,-490,-1120,-420,-279,-286,714
-32,-24,-985,-420,-1260,-420,-271,-292,709
-32,-23,-985,-980,-1190,-350,-274,-298,709
-32,-23,-985,-1050,-1050,-350,-280,-289,700
-31,-24,-984,-1050,-1050,-280,-288,-283,700
-32,-23,-985,-1260,-1050,-140,-276,-297,715
-32,-23,-986,-1610,-980,-70,-279,-294,703
-32,-22,-985,-1470,-980,70,-282,-294,711
-32,-22,-985,-1260,-910,140,-270,-282,714
-32,-21,-984,-1050,-910,210,-279,-297,714
-27,26,-987,-910,-770,350,-276,-297,712
-27,34,-986,-1400,-700,3220,-277,-303,708
-26,-12,-985,-1050,-140,11760,-279,-297,709
-14,-23,-986,140,-560,19880,-273,-291,714
-14,-13,-986,140,-420,22190,-282,-291,715
-29,-26,-986,630,-630,24570,-283,-301,708
-43,-48,-983,1050,-280,27370,-277,-292,711
-38,-36,-983,770,-280,26390,-270,-294,711
-27,-5,-987,140,-140,21980,-283,-289,709
-23,12,-987,-420,-350,20440,-267,-295,709
-25,9,-986,-490,-70,24290,-282,-285,715
-28,-5,-985,-140,140,30870,-273,-288,715
-35,-17,-985,420,210,36330,-274,-285,714
-35,-23,-984,630,280,38920,-280,-289,717
-26,3,-987,350,140,37730,-259,-291,708
-23,-2,-986,210,-70,38290,-279,-298,706
-40,-33,-984,210,0,42770,-265,-301,711
-49,-72,-982,700,70,46830,-270,-294,724
-41,-60,-982,490,210,43680,-268,-297,697
-35,-38,-984,70,140,34580,-274,-291,708
-29,-17,-985,0,-490,27720,-265,-288,712
-21,13,-987,350,-420,24780,-258,-288,723
-17,42,-988,770,-350,26110,-262,-280,714
-19,56,-987,1260,0,32900,-264,-295,708
-40,12,-988,1470,490,44100,-259,-294,717
-42,-15,-984,1750,910,66640,-258,-289,718
-36,-42,-983,1890,1750,71400,-261,-288,721
-33,-61,-982,910,2030,71820,-258,-286,721
-30,-64,-984,840,1960,68460,-262,-288,718
-32,-55,-978,630,1260,62160,-247,-280,714
-30,-35,-991,1120,140,55650,-259,-283,718
-32,-36,-982,1680,-1470,50190,-249,-283,723
-44,-70,-985,1610,-140,47250,-256,-286,715
-45,-64,-985,980,-910,44030,-255,-274,712
-34,-37,-986,350,-700,36190,-261,-286,720
-21,-9,-985,420,-1050,28910,-229,-283,717
-17,0,-987,630,-770,26740,-249,-288,714
-18,0,-984,1400,-350,35630,-252,-276,717
-22,6,-987,1400,-210,39060,-244,-283,717
-52,-43,-981,1470,-140,42910,-247,-289,711
-38,-37,-984,1400,280,45920,-238,-279,708
-29,-21,-984,420,-210,42490,-247,-280,706
-38,-29,-989,-140,-630,40880,-247,-276,711
-35,-33,-980,-70,-490,42140,-231,-280,708
-35,-33,-986,-280,-140,41020,-244,-289,712
-28,-11,-986,-560,-980,39480,-244,-271,712
-31,-20,-984,-980,-350,39340,-232,-282,715
-19,2,-984,280,-280,41160,-246,-277,715
-25,-1,-991,490,-490,43960,-246,-271,714
-22,-7,-982,280,-210,48160,-244,-271,712
-25,-6,-990,980,140,51030,-223,-268,706
-35,-21,-985,1680,70,53830,-244,-286,715
-34,-29,-985,2590,770,56490,-228,-262,705
-35,-30,-986,2450,560,56070,-237,-274,712
-24,-18,-986,2870,490,55370,-240,-277,706
-28,-23,-985,3290,840,54600,-229,-264,712
-21,-8,-985,4760,910,54530,-228,-277,705
-25,-13,-984,5950,1120,54180,-225,-267,712
-35,-28,-983,5670,1400,55510,-222,-265,709
-47,-50,-983,5040,1190,57190,-223,-264,709
-27,-15,-983,3290,700,50890,-225,-267,709
-15,16,-989,2800,630,46480,-223,-267,711
-20,-2,-985,2450,770,50190,-223,-268,708
-19,-5,-985,3850,980,58170,-217,-264,711
-34,-32,-987,4550,840,63630,-225,-261,705
-41,-48,-981,5180,840,65800,-225,-262,702
-38,-45,-985,5040,1190,62020,-213,-264,705
-19,-8,-984,4340,630,54880,-219,-262,708
-27,-17,-982,3710,1680,50680,-222,-252,709
-27,-22,-990,4060,630,53340,-207,-261,703
-27,-17,-981,3290,490,56070,-208,-262,718
-25,-16,-988,3150,1330,58310,-211,-249,708
-16,25,-987,1820,1260,58520,-213,-253,706
-32,16,-983,2310,420,64120,-202,-259,706
-28,19,-983,2870,1050,75460,-207,-246,711
-40,-24,-985,2100,840,85190,-202,-252,706
-49,-83,-980,1260,840,93030,-202,-253,708
-42,-84,-981,1400,840,92890,-196,-252,696
-38,-52,-990,-420,420,85050,-198,-258,706
-31,-39,-981,-910,-70,78960,-201,-246,694
-34,-39,-977,560,350,77140,-196,-241,711
-32,2,-995,1400,350,78190,-198,-246,703
-53,-56,-983,-350,-280,84000,-201,-235,700
-49,-53,-983,-980,-280,99120,-190,-240,705
-41,-48,-983,-1540,-280,96810,-199,-226,711
-36,-41,-987,-1120,-350,92330,-199,-234,714
-35,-52,-982,-560,-280,87360,-192,-232,709
-29,-30,-987,1680,0,80780,-198,-240,708
-26,-16,-984,2240,-280,74200,-186,-232,712
-31,-15,-988,1820,70,73220,-184,-232,709
-40,-33,-982,1750,-210,76440,-187,-229,703
-42,-42,-985,1120,140,80570,-187,-225,705
-42,-58,-983,-490,350,81130,-189,-229,705
-41,-63,-986,210,140,77070,-177,-222,705
-30,-37,-986,210,280,67550,-187,-226,711
-24,-15,-984,3150,-770,47390,-181,-219,709
-20,7,-987,1400,-70,45290,-198,-217,705
-25,2,-985,1960,-420,50260,-184,-213,697
-31,6,-986,2380,-140,60060,-187,-223,699
-39,-18,-984,420,210,70420,-180,-219,708
-43,-50,-981,-420,840,80430,-183,-210,706
-41,-56,-986,-630,910,82250,-175,-198,702
